"","stake","date","name","buy","sell","total"
"1","2609陽明","110/08/18","凱基-台北",15132,4630,10502
"2","2609陽明","110/08/18","兆豐-復興",1580,3572,-1992
"3","2609陽明","110/08/18","康和",4145,283,3862
"4","2609陽明","110/08/18","日盛-板橋",943,2532,-1589
"5","2609陽明","110/08/18","美林",6982,3580,3402
"6","2609陽明","110/08/18","國泰-敦南",4957,6082,-1125
"7","2609陽明","110/08/18","富邦證券",5335,3049,2286
"8","2609陽明","110/08/18","新光",3470,4443,-973
"9","2609陽明","110/08/18","兆豐-南京",2352,209,2143
"10","2609陽明","110/08/18","玉山證券",1002,1913,-911
"11","2609陽明","110/08/18","兆豐-虎尾",4490,2388,2102
"12","2609陽明","110/08/18","台新證券",2873,3601,-728
"13","2609陽明","110/08/18","永豐金-信義",1719,99,1620
"14","2609陽明","110/08/18","國泰-館前",1002,1633,-631
"15","2609陽明","110/08/18","摩根大通",9173,7611,1562
"16","2609陽明","110/08/18","日盛-中壢",255,825,-570
"17","2609陽明","110/08/18","台灣摩根士丹利",2544,1230,1314
"18","2609陽明","110/08/18","兆豐-板橋",646,1122,-476
"19","2609陽明","110/08/18","凱基-斗六",4335,3037,1298
"20","2609陽明","110/08/18","第一金-嘉義",153,589,-436
"21","2609陽明","110/08/18","統一",1895,653,1242
"22","2609陽明","110/08/18","第一金-桃園",168,595,-427
"23","2609陽明","110/08/18","元大證券",3293,2063,1230
"24","2609陽明","110/08/18","(牛牛牛)亞-鑫豐",283,690,-407
"25","2609陽明","110/08/18","富邦-仁愛",2205,1064,1141
"26","2609陽明","110/08/18","國泰-板橋",1508,1913,-405
"27","2609陽明","110/08/18","富邦-虎尾",10781,9680,1101
"28","2609陽明","110/08/18","凱基-市政",9806,10201,-395
"29","2609陽明","110/08/18","元大-頭份",1219,381,838
"30","2609陽明","110/08/18","凱基-高美館",607,1000,-393
"31","2636台驊投控","110/08/18","富邦證券",1190,0,1190
"32","2636台驊投控","110/08/18","凱基",21,470,-449
"33","2636台驊投控","110/08/18","摩根大通",1639,646,993
"34","2636台驊投控","110/08/18","玉山-南京東路",3,355,-352
"35","2636台驊投控","110/08/18","台灣摩根士丹利",825,36,789
"36","2636台驊投控","110/08/18","統一-新台中",15,291,-276
"37","2636台驊投控","110/08/18","凱基-台北",881,309,572
"38","2636台驊投控","110/08/18","永豐金-新竹",38,292,-254
"39","2636台驊投控","110/08/18","統一",503,143,360
"40","2636台驊投控","110/08/18","國票-彰化",518,760,-242
"41","2636台驊投控","110/08/18","富邦-員林",373,78,295
